20180830161315,10.0.0.2,59068,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20180830161317,10.0.0.2,59068,10.0.0.1,5001,3,40.0-41.0,1310720,10485760
20180830161317,10.0.0.2,59068,10.0.0.1,5001,3,41.0-42.0,1048576,8388608
20180830161318,10.0.0.2,59068,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20180830161319,10.0.0.2,59068,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20180830161320,10.0.0.2,59068,10.0.0.1,5001,3,44.0-45.0,1048576,8388608
20180830161322,10.0.0.2,59068,10.0.0.1,5001,3,45.0-46.0,1310720,10485760
20180830161322,10.0.0.2,59068,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20180830161323,10.0.0.2,59068,10.0.0.1,5001,3,47.0-48.0,1179648,9437184
20180830161324,10.0.0.2,59068,10.0.0.1,5001,3,48.0-49.0,1048576,8388608
20180830161326,10.0.0.2,59068,10.0.0.1,5001,3,49.0-50.0,1310720,10485760
20180830161326,10.0.0.2,59068,10.0.0.1,5001,3,50.0-51.0,1179648,9437184
20180830161327,10.0.0.2,59068,10.0.0.1,5001,3,51.0-52.0,1048576,8388608
20180830161328,10.0.0.2,59068,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20180830161330,10.0.0.2,59068,10.0.0.1,5001,3,53.0-54.0,1310720,10485760
20180830161330,10.0.0.2,59068,10.0.0.1,5001,3,54.0-55.0,1179648,9437184
20180830161331,10.0.0.2,59068,10.0.0.1,5001,3,55.0-56.0,1048576,8388608
20180830161333,10.0.0.2,59068,10.0.0.1,5001,3,56.0-57.0,1310720,10485760
20180830161333,10.0.0.2,59068,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
20180830161334,10.0.0.2,59068,10.0.0.1,5001,3,58.0-59.0,1048576,8388608
20180830161336,10.0.0.2,59068,10.0.0.1,5001,3,59.0-60.0,1310720,10485760
20180830161336,10.0.0.2,59068,10.0.0.1,5001,3,0.0-60.3,71172096,9441273
